abandonar;1;0;0;1;1;0
abeja;1;0;0;1;1;0
abortar;1;0;0;1;1;0
abrasador;1;0;0;1;1;0
abrazar;0;1;0;1;0;1
abrumar;1;0;0;1;1;0
absurdo;1;0;1;0;1;0
abundancia;0;1;0;1;0;1
aburrir;1;0;1;0;1;0
accidentar;1;0;0;1;1;0
ácido;1;0;0;1;1;0
acogedor;0;1;1;0;0;1
acontecimiento;0;1;0;1;0;1
acre;1;0;1;0;1;0
activar;0;1;0;1;0;1
acuerdo;0;1;1;0;0;1
acurrucar;0;1;1;0;0;1
adicto;1;0;0;1;1;0
adinerado;0;1;0;1;0;1
admirar;0;1;0;1;0;1
adorable;0;1;0;1;0;1
adulto;0;1;1;0;0;1
afectar;1;0;0;1;1;0
afianzar;0;1;0;1;0;1
afligir;1;0;1;0;1;0
afortunar;0;1;0;1;0;1
agilidad;0;1;0;1;0;1
agobiar;1;0;0;1;1;0
agonía;1;0;0;1;1;0
agradecer;0;1;0;1;0;1
agresión;1;0;0;1;1;0
agresivo;1;0;0;1;1;0
aguar;0;1;1;0;0;1
aguanieve;0;1;1;0;1;0
aguja;1;0;0;1;1;0
ahogar;1;0;0;1;1;0
ahorrar;0;1;1;0;0;1
aire;0;1;1;0;1;0
alba;0;1;1;0;1;0
alcohólico;1;0;0;1;1;0
alegrar;0;1;0;1;0;1
alergia;1;0;0;1;1;0
alertar;1;0;0;1;1;0
almohada;0;1;1;0;0;1
amabilidad;0;1;0;1;0;1
amable;0;1;1;0;0;1
amar;0;1;0;1;0;1
amanecer;0;1;1;0;1;0
amarillar;0;1;1;0;0;1
ambición;0;1;0;1;0;1
ambulancia;1;0;0;1;1;0
amenazar;1;0;0;1;1;0
amigable;0;1;0;1;0;1
amigo;0;1;0;1;0;1
amor;0;1;0;1;1;0
ampollar;1;0;1;0;1;0
ángel;0;1;1;0;1;0
angustiar;1;0;0;1;1;0
anhelar;1;0;0;1;1;0
ánimo;0;1;0;1;0;1
ansioso;1;0;0;1;1;0
aplastar;1;0;0;1;1;0
aplauso;0;1;0;1;0;1
aprender;0;1;0;1;0;1
aprobación;0;1;0;1;0;1
apuro;1;0;0;1;1;0
arañar;1;0;0;1;1;0
árbol;0;1;1;0;0;1
arco-iris;0;1;1;0;1;0
armar;1;0;0;1;1;0
armario;0;1;1;0;0;1
arrepentido;1;0;0;1;1;0
arrogante;1;0;0;1;1;0
arte;0;1;0;1;1;0
as;0;1;0;1;0;1
ascensor;1;0;1;0;1;0
asediar;1;0;0;1;1;0
asesinar;1;0;0;1;1;0
asfixiar;1;0;0;1;1;0
asentar;0;1;1;0;0;1
asombrar;0;1;0;1;1;0
áspero;1;0;1;0;1;0
asquear;1;0;0;1;1;0
asqueroso;1;0;0;1;1;0
astronauta;0;1;0;1;1;0
asustar;1;0;0;1;1;0
ataúd;1;0;0;1;1;0
aterrorizar;1;0;0;1;1;0
ático;0;1;0;0;1;0
atracador;1;0;0;1;1;0
atrever;0;1;0;1;0;1
atrocidad;1;0;0;1;1;0
aurora;0;1;1;0;1;0
autobús;1;0;0;0;1;0
avalancha;1;0;0;1;1;0
avaricia;1;0;0;1;1;0
avenir;1;0;0;1;1;0
aventurar;0;1;0;1;0;1
avergonzar;1;0;0;1;1;0
avión;0;1;0;1;1;0
avispar;1;0;0;1;1;0
azúcar;0;1;0;1;0;1
azul;0;1;1;0;0;1
bailarín;0;1;0;1;0;1
balar;1;0;0;1;1;0
bancarrota;1;0;0;1;1;0
banco;0;1;1;0;0;1
bandera;1;0;1;0;0;1
bañera;0;1;1;0;0;1
bañar;0;1;1;0;0;1
bar;0;1;0;1;0;1
barco;0;1;0;1;0;1
barril;1;0;1;0;1;0
bastardo;1;0;0;1;1;0
bastar;1;0;1;0;1;0
bastón;1;0;1;0;0;1
basura;1;0;1;0;1;0
bebé;0;1;0;1;0;1
beber;0;1;0;1;0;1
belleza;0;1;0;1;0;1
bendecir;0;1;1;0;1;0
besar;0;1;0;1;0;1
bestia;1;0;0;1;1;0
blanco;0;1;1;0;0;1
blasfemia;1;0;0;1;1;0
boda;0;1;0;1;0;1
bodega;0;1;1;0;0;1
bofetada;1;0;0;1;1;0
bomba;1;0;0;1;1;0
bombilla;0;1;1;0;0;1
botella;0;1;1;0;0;1
boxeador;1;0;0;1;1;0
brazo;0;1;1;0;0;1
brillante;0;1;0;1;0;1
brío;0;1;0;1;0;1
brisa;0;1;1;0;1;0
brutal;1;0;0;1;1;0
buceador;0;1;0;1;1;0
bueno;0;1;1;0;0;1
buhar;0;1;1;0;1;0
bulto;1;0;0;1;1;0
burlar;1;0;0;1;1;0
caballo;0;1;0;1;1;0
cable;1;0;1;0;0;1
cachorro;0;1;0;1;0;1
cadáver;1;0;0;1;1;0
caer;1;0;0;1;1;0
calidad;0;1;0;1;0;1
callar;1;0;1;0;1;0
calle;0;1;0;1;0;1
callejón;1;0;0;1;1;0
calmar;0;1;1;0;0;1
calor;0;1;0;1;1;0
cama;0;1;1;0;0;1
camión;1;0;1;0;1;0
campeón;0;1;0;1;0;1
campar;0;1;1;0;0;1
cáncer;1;0;0;1;1;0
canción;0;1;0;1;0;1
cansar;1;0;1;0;1;0
cañón;1;0;0;1;1;0
caos;1;0;0;1;1;0
capaz;0;1;0;1;0;1
capricho;0;1;0;1;0;1
cara;0;1;0;1;0;1
caramelo;0;1;1;0;0;1
cárcel;1;0;0;1;1;0
caricia;0;1;0;1;0;1
cariñoso;0;1;0;1;0;1
carretera;0;0;0;1;1;0
carro;1;0;1;0;0;1
carroñar;1;0;0;1;1;0
carta;0;1;0;1;0;1
casar;0;1;1;0;0;1
cascar;0;1;0;1;1;0
casino;1;0;1;0;1;0
casa;0;1;1;0;0;1
castigar;1;0;0;1;1;0
celo;1;0;0;1;1;0
célula;1;0;1;0;1;0
cementerio;1;0;0;1;1;0
cenar;0;1;0;1;0;1
cerdo;1;0;1;0;1;0
césped;0;1;1;0;0;1
cesta;0;1;1;0;0;1
chaleco;1;0;1;0;0;1
champiñón;1;0;1;0;0;1
chantaje;1;0;0;1;1;0
chico;0;1;1;0;0;1
chiflar;1;0;0;1;1;0
chillido;1;0;0;1;1;0
chistar;0;1;0;1;0;1
chocolate;0;1;0;1;0;1
chocar;1;0;0;1;1;0
cicatriz;1;0;0;1;1;0
ciclón;1;0;0;1;1;0
cegar;1;0;0;1;1;0
cielo;0;1;1;0;1;0
ciempiés;1;0;1;0;1;0
cieno;1;0;1;0;1;0
circo;0;1;0;1;1;0
círculo;1;0;1;0;1;0
cirugía;1;0;0;1;1;0
ciudad;0;1;0;1;1;0
cobarde;1;0;0;1;1;0
coche;0;1;0;1;1;0
cocinar;0;1;1;0;0;1
cocinero;0;1;0;1;0;1
codo;1;0;1;0;0;1
coitar;0;1;0;1;0;1
cólera;1;0;0;1;1;0
color;0;1;0;1;0;1
columna;1;0;1;0;0;1
comediar;0;1;0;1;0;1
comer;0;1;0;1;0;1
comedir;0;1;0;1;0;1
comprometer;0;1;0;1;0;1
concentrar;0;1;0;1;0;1
conejo;0;1;0;1;1;0
confianza;0;1;0;1;0;1
confort;0;1;1;0;0;1
confuso;1;0;0;1;1;0
conocimiento;0;1;0;1;0;1
considerar;0;1;1;0;0;1
consignar;1;0;1;0;1;0
consolar;0;1;1;0;0;1
contaminar;1;0;0;1;1;0
contener;0;1;1;0;1;0
contexto;0;0;1;0;0;1
convencer;0;1;0;1;0;1
coqueto;0;1;0;1;0;1
corazón;0;1;0;1;1;0
corchar;1;0;1;0;0;1
cordero;0;1;1;0;0;1
coronar;0;1;1;0;1;0
corredor;1;0;0;1;1;0
correo;0;1;0;1;1;0
corrupto;1;0;0;1;1;0
cortar;1;0;0;1;1;0
cortesía;0;1;1;0;0;1
cortina;1;0;1;0;0;1
costa;0;1;1;0;1;0
costumbre;0;1;1;0;0;1
cotillear;1;0;0;1;1;0
cráneo;1;0;1;0;1;0
crepar;0;1;0;1;0;1
crepúsculo;0;1;1;0;1;0
criatura;0;1;0;1;1;0
crimen;1;0;0;1;1;0
criminal;1;0;0;1;1;0
crisis;1;0;0;1;1;0
crucificar;1;0;0;1;1;0
cruel;1;0;0;1;1;0
cuadrar;1;0;1;0;0;1
cucaracha;1;0;0;1;1;0
cuchillo;1;0;0;1;1;0
cuenco;0;1;1;0;0;1
cuerpo;0;1;0;1;0;1
culpar;1;0;0;1;1;0
culpable;1;0;0;1;1;0
cumpleaños;0;1;0;1;0;1
curar;0;1;0;1;0;1
curioso;0;1;0;1;0;1
daga;1;0;0;1;1;0
dañar;1;0;0;1;1;0
débil;1;0;1;0;1;0
decepcionar;1;0;0;1;1;0
decorar;0;1;0;1;0;1
dedicar;0;1;0;1;0;1
dedo;1;0;1;0;0;1
defender;0;1;0;1;1;0
deformar;1;0;0;1;1;0
deleitar;0;1;0;1;0;1
delicado;0;1;1;0;0;1
dementar;1;0;0;1;1;0
demonio;1;0;0;1;1;0
dentista;1;0;0;1;1;0
deporte;0;1;0;1;0;1
depresión;1;0;1;0;1;0
deprimir;1;0;1;0;1;0
desagradar;1;0;0;1;1;0
desanimar;1;0;1;0;1;0
desastre;1;0;0;1;1;0
descansar;0;1;1;0;0;1
descomposición;1;0;1;0;1;0
desdén;1;0;0;0;1;0
desdeñoso;1;0;1;0;1;0
desenfadar;0;1;0;1;0;1
desear;0;1;0;1;0;1
desertor;1;0;0;1;1;0
desesperar;1;0;0;1;1;0
desleal;1;0;0;1;1;0
deslumbramiento;1;0;0;1;1;0
desnudar;0;1;0;1;0;1
desordenar;1;0;0;1;1;0
despedazar;1;0;0;1;1;0
desperdiciar;1;0;1;0;1;0
despreciar;1;0;0;1;1;0
despreocupado;0;1;1;0;1;0
destrucción;1;0;0;1;1;0
destruir;1;0;0;1;1;0
desventaja;1;0;0;1;1;0
desvestir;0;1;0;1;1;0
detallar;0;1;0;1;0;1
detestar;1;0;0;1;1;0
deuda;1;0;0;1;1;0
devoto;1;0;1;0;1;0
diablo;1;0;0;1;1;0
diamante;0;1;1;0;1;0
decir;0;1;0;1;0;1
dificultar;1;0;0;1;1;0
digno;0;1;1;0;0;1
dinero;0;1;0;1;0;1
dios;0;1;1;0;1;0
diplomar;0;1;0;1;0;1
disgustar;1;0;0;1;1;0
distante;1;0;1;0;1;0
disturbiar;1;0;0;1;1;0
diversión;0;1;0;1;0;1
divorciar;1;0;0;1;1;0
doctor;1;0;0;1;1;0
dólar;0;1;0;1;1;0
dolencia;1;0;0;1;1;0
dolor;1;0;0;1;1;0
dormir;0;1;1;0;0;1
durar;1;0;0;1;1;0
edificio;1;0;1;0;0;1
educación;0;1;0;1;0;1
efectivar;0;1;0;1;0;1
egoísta;1;0;0;1;1;0
ejecución;1;0;0;1;1;0
ejercicio;0;1;0;1;0;1
ejército;1;0;0;1;1;0
electrodoméstico;0;1;1;0;0;1
elegante;0;1;0;1;0;1
emplear;0;1;0;1;0;1
enamorar;0;1;0;1;1;0
encantar;0;1;0;1;0;1
enérgico;0;1;0;1;0;1
enfadar;1;0;0;1;1;0
enfermedad;1;0;0;1;1;0
enfermero;1;0;0;1;1;0
enfermar;1;0;1;0;1;0
enfurecer;1;0;0;1;1;0
engañar;1;0;0;1;1;0
engreír;1;0;0;1;1;0
ensalada;0;1;1;0;0;1
enterrar;1;0;0;1;1;0
entrometer;1;0;0;1;1;0
entusiasmar;0;1;0;1;0;1
erótico;0;1;0;1;0;1
error;1;0;0;1;1;0
erudito;0;1;1;0;0;1
escandir;1;0;0;1;1;0
escéptico;1;0;1;0;1;0
esclavo;1;0;0;1;1;0
esconder;1;0;0;1;1;0
escopeta;1;0;0;1;1;0
escorbuto;1;0;0;1;1;0
escoriar;1;0;0;1;1;0
escorpión;1;0;0;1;1;0
escritor;0;1;1;0;0;1
esfera;0;1;1;0;1;0
espaciar;0;1;0;1;1;0
espantoso;1;0;0;1;1;0
esperanzar;0;1;0;1;0;1
espina;1;0;0;1;1;0
espíritu;0;1;1;0;1;0
esposa;0;1;1;0;0;1
esposo;0;1;0;1;0;1
espumar;0;1;1;0;0;1
esquinar;1;0;1;0;1;0
estancar;1;0;1;0;1;0
estatua;0;1;1;0;1;0
estiércol;1;0;1;0;1;0
estómago;1;0;1;0;1;0
estrellar;0;1;1;0;1;0
estremecer;1;0;0;1;1;0
estrés;1;0;0;1;1;0
estufar;0;1;1;0;0;1
estúpido;1;0;0;1;1;0
eufórico;0;1;0;1;1;0
excelencia;0;1;0;1;0;1
excitar;0;1;0;1;1;0
excusar;1;0;0;1;0;1
éxito;0;1;0;1;0;1
exquisito;0;1;0;1;0;1
éxtasis;1;0;0;1;1;0
exterior;0;1;0;1;1;0
extraordinario;0;1;0;1;0;1
extraterrestre;1;0;0;1;1;0
fácil;0;1;1;0;0;1
falsar;1;0;0;1;1;0
fama;0;1;0;1;1;0
famélico;1;0;0;1;1;0
familia;0;1;0;1;0;1
famoso;0;1;0;1;1;0
fantasía;0;1;0;1;0;1
faro;0;1;1;0;1;0
farol;1;0;1;0;0;1
fascinar;0;1;0;1;0;1
fase;1;0;1;0;1;0
fastidiar;1;0;0;1;1;0
fatigar;1;0;1;0;1;0
favor;0;1;0;1;0;1
feliz;0;1;0;1;0;1
feo;1;0;1;0;1;0
festivo;0;1;0;1;0;1
fétido;1;0;0;1;1;0
fiebre;1;0;1;0;1;0
fiesta;0;1;0;1;0;1
firmamento;0;1;1;0;1;0
flemón;1;0;0;1;1;0
flexible;0;1;1;0;0;1
flor;0;1;1;0;0;1
florecer;0;1;0;1;1;0
fofo;1;0;1;0;1;0
folleto;1;0;1;0;0;1
follón;1;0;0;1;1;0
fortuito;0;1;0;1;1;0
fracasar;1;0;0;1;1;0
fragancia;0;1;0;1;0;1
fraude;1;0;0;1;1;0
freír;1;0;1;0;1;0
frustrar;1;0;0;1;1;0
fuego;0;0;0;1;1;0
fuerte;0;1;0;1;0;1
funeral;1;0;0;1;1;0
furcia;1;0;1;0;1;0
fusil;1;0;0;1;1;0
ganancia;0;1;0;1;0;1
ganar;0;1;0;1;0;1
gangrenar;1;0;0;1;1;0
gato;0;1;1;0;0;1
gélido;1;0;1;0;1;0
género;1;0;1;0;1;0
generoso;0;1;0;1;0;1
genial;0;1;0;1;0;1
gente;0;1;0;1;1;0
germen;1;0;0;1;1;0
gimnasta;0;1;0;1;0;1
glaciar;0;1;0;1;1;0
glamour;0;1;0;1;0;1
gloriar;0;1;0;1;0;1
gozar;0;1;0;1;0;1
golfista;1;0;1;0;0;1
golpe;1;0;0;1;1;0
gordo;1;0;1;0;1;0
graduar;0;1;0;1;0;1
granar;1;0;0;1;1;0
granja;0;1;1;0;0;1
gravar;1;0;0;1;1;0
gritar;1;0;0;1;1;0
grosero;1;0;0;1;1;0
guapo;0;1;0;1;0;1
guardería;0;1;0;1;1;0
guerra;1;0;0;1;1;0
guillotinar;1;0;0;1;1;0
guiñar;0;1;0;1;0;1
gusano;1;0;0;1;1;0
habitante;0;1;1;0;0;1
hábito;1;0;1;0;0;1
halcón;0;1;0;1;1;0
hambriento;1;0;0;1;1;0
hamburguesa;0;1;1;0;0;1
hartar;1;0;0;1;1;0
hastiar;1;0;1;0;1;0
hedor;1;0;0;1;1;0
heno;0;0;1;0;0;1
herir;1;0;0;1;1;0
hermanar;0;1;0;1;0;1
hermoso;0;1;0;1;0;1
heroína;1;0;0;1;1;0
herramienta;1;0;1;0;0;1
hervir;1;0;1;0;0;1
herrar;1;0;1;0;1;0
historiar;0;1;1;0;1;0
hogar;0;1;0;1;0;1
hombre;0;1;0;1;0;1
homicida;1;0;0;1;1;0
honesto;0;1;0;1;0;1
hongo;1;0;1;0;1;0
honor;0;1;0;1;0;1
hornear;0;1;1;0;0;1
horquillar;0;1;1;0;0;1
horror;1;0;0;1;1;0
hospital;1;0;0;1;1;0
hostil;1;0;0;1;1;0
hotel;0;1;0;1;0;1
huevar;0;1;1;0;0;1
humanar;0;1;0;1;0;1
humilde;0;1;1;0;0;1
humillar;1;0;0;1;1;0
humor;0;1;0;1;0;1
huracán;1;0;0;1;1;0
idear;0;1;0;1;0;1
identidad;0;1;0;1;0;1
idiota;1;0;0;1;1;0
ídolo;0;1;0;1;1;0
iglesia;1;0;1;0;1;0
ignorancia;1;0;0;1;1;0
imaginar;0;1;0;1;0;1
imparcial;1;0;1;0;1;0
impotente;1;0;0;1;1;0
impresionar;0;1;0;1;1;0
incentivar;0;1;0;1;0;1
